id,name,total_ratings,stars,genres,imdb_link,tmdb_link,description,release_year,label,duration,languages,directors,cast,img_link
1446,Kolya,2609,4,"['Music', 'Drama', 'Comedy']",https://www.imdb.com/title/tt0116790,https://www.themoviedb.org/movie/784,"After a fictitious marriage with a Russian emigrant, Cellisten Louka, a Czech man, must suddenly take responsibility for her son. However, it’s not long before the communication barrier is broken between the two new family members.",1996,,105 minutes,"['Slovenčina', 'Pусский', 'Český']",['Jan Svěrák'],"['Andrei Chalimon', 'Zdeněk Svěrák', 'Libuše Šafránková', 'Stella Zázvorková', 'Ondřej Vetchý', 'Nela Boudová', 'Silvia Šuvadová', 'Ladislav Smoljak', 'Liliyan Malkina', 'Karel Heřmánek', 'Jiří Sovák', 'Petra Špalková', 'René Přibil', 'Miroslav Táborský', 'Slávka Budínová', 'Regina Rázlová', 'Filip Renč', 'Pavel Vondruška', 'Irina Bezrukova', 'Magdalena Šebestová']",https://image.tmdb.org/t/p/original/q9GAThBRXMeXFLArzxt1tpbjK7E.jpg
1447,Gridlock'd,680,3.28,"['Comedy', 'Crime', 'Drama']",https://www.imdb.com/title/tt0119225,https://www.themoviedb.org/movie/12489,"After a friend overdoses, Spoon and Stretch decide to kick their drug habits and attempt to enroll in a government detox program. Their efforts are hampered by seemingly endless red tape, as they are shuffled from one office to another while being chased by drug dealers and the police.",1997,R,91 minutes,['English'],['Vondie Curtis-Hall'],"['Tupac Shakur', 'Tim Roth', 'Thandiwe Newton', 'Charles Fleischer', 'Howard Hesseman', 'Vondie Curtis-Hall', 'John Sayles', 'Lucy Liu', 'Bokeem Woodbine', 'Kasi Lemmons', 'Tom Towles']",https://image.tmdb.org/t/p/original/iAQfErYtawU8qrNAb1kQJYHQrWI.jpg
1448,Fire on the Mountain,56,3.42,['Documentary'],https://www.imdb.com/title/tt0116310,https://www.themoviedb.org/movie/168283,"A documentary film about the exploits of the Tenth Mountain Division, an elite group of mountain climbers who fought decisive battles against the Nazis in the Italian Alps during the final days of World War II. From the intensive training atop the Colorado Rockies to the spectacular night climb of Italy's Riva Ridge.",1996,,72 minutes,[''],"['George Gage', 'Beth Gage']",[''],
1449,Waiting for Guffman,7158,3.91,"['Comedy', 'Music']",https://www.imdb.com/title/tt0118111,https://www.themoviedb.org/movie/16448,Aspiring director Corky St. Clair and the marginally talented amateur cast of his hokey small-town musical production go overboard when they learn that Broadway theater agent Mort Guffman will be in attendance.,1996,R,84 minutes,['English'],['Christopher Guest'],"['Christopher Guest', 'Eugene Levy', 'Fred Willard', ""Catherine O'Hara"", 'Michael Hitchcock', 'Larry Miller', 'Parker Posey', 'Bob Balaban', 'Don Lake', 'David Cross', 'Paul Dooley', 'Lewis Arquette', 'Matt Keeslar', 'Brian Doyle-Murray', 'Paul Benedict', 'Deborah Theaker', 'Margaret Bowman', 'Scott Williamson', 'Linda Kash', 'James McQueen', 'Turk Pipkin', 'Jerry Turman', 'Miriam Flynn', 'Jill Parker-Jones', 'Jean Fuller', 'Paul Robertson', 'Richard Macdowell', 'Johnny Reno', 'Tracy Rosenkrans', 'CJ Vanston', 'Tony Edwards', 'Lou Christie', 'James Douglas', 'Daniel Fahey', 'Shane Felux', 'Joseph T. Garrity', 'Kathy Lamkin', 'Bob Odenkirk']",https://image.tmdb.org/t/p/original/fkktPRJM0UiYd63Q3WAneeBk2Au.jpg
1450,Prisoner of the Mountains,313,3.72,"['Drama', 'War']",https://www.imdb.com/title/tt0116754,https://www.themoviedb.org/movie/55936,"Two Russian soldiers, one battle-seasoned and the other barely into his boots and uniform, are taken prisoner by an anxious Islamic father from a remote village hoping to trade them for his captured son.",1996,,99 minutes,['Pусский'],['Sergei Bodrov'],"['Oleg Menshikov', 'Sergei Bodrov Jr.', 'Jemal Sikharulidze', 'Susanna Mekhraliyeva', 'Aleksandr Bureyev', 'Valentina Fedotova', 'Aleksei Zharkov', 'Pavel Lebeshev']",https://image.tmdb.org/t/p/original/9HguisYwGUiEE9ajopMEBmjvDwN.jpg
1451,,,,[],,,,,,,,,,
1452,,,,[],,,,,,,,,,
1453,The Beautician and the Beast,1846,2.46,"['Comedy', 'Romance']",https://www.imdb.com/title/tt0118691,https://www.themoviedb.org/movie/17894,A New York City beautician is mistakenly hired as the school teacher for the children of the president of a small Eastern European country.,1997,PG,105 minutes,['English'],['Ken Kwapis'],"['Timothy Dalton', 'Fran Drescher', 'Michael Lerner', 'Ian McNeice', 'Patrick Malahide', 'Lisa Jakub', 'Tamara Mello', 'Phyllis Newman', 'Heather DeLoach', 'Adam LaVorgna', 'Vincent Schiavelli', 'Marianne Muellerleile', 'Timothy Dowling', 'Michael Immel', 'Celeste Russi']",https://image.tmdb.org/t/p/original/9OIONHl9OBmQLbUHaPcnNtEDvF0.jpg
1454,SubUrbia,888,3.2,"['Comedy', 'Drama']",https://www.imdb.com/title/tt0120238,https://www.themoviedb.org/movie/28059,A group of suburban teenagers try to support each other through the difficult task of becoming adults.,1997,R,121 minutes,['English'],['Richard Linklater'],"['Giovanni Ribisi', 'Parker Posey', 'Steve Zahn', 'Nicky Katt', 'Ajay Naidu', 'Samia Shoaib', 'Dina Spybey-Waters', 'Jayce Bartok', 'Amie Carey', 'Kitt Brophy', 'Jonn Cherico', 'Keith Preusse', 'Eric Park', 'William Martin Hayes', 'Bill Wise', 'M.J. Lin', 'Ryan Wickerham']",https://image.tmdb.org/t/p/original/slSbztUT2KpBt0ptet2f5bxRoGP.jpg
1455,Hotel de Love,181,3.08,"['Comedy', 'Romance']",https://www.imdb.com/title/tt0116565,https://www.themoviedb.org/movie/58911,"10 years ago at a party, Steven thinks he sees the girl of his dreams, Melissa. Just as he's about to make his move, his twin brother Rick gets to her first and they fall in love. Steven watches his brother's relationship bloom, longing for Melissa all the while. Eventually, Melissa leaves to go to college and the brothers go on with their lives. Steven becomes a workaholic to block out his feelings about Melissa and Rick becomes a spineless bellboy at the Hotel de Love, after a later girl friend stood him up at the altar. Enter Steven and Rick's warring parents visiting the Hotel de Love for their anniversary. Re-enter Melissa with her current boyfriend, Norman. Suddenly Rick and Steven have a second chance at Melissa. Also there's Alison the palm reader, Susie behind the counter, the owner/piano player, and the freshly married couple.",1996,R,95 minutes,['English'],['Craig Rosenberg'],"['Aden Young', 'Saffron Burrows', 'Simon Bossell', 'Pippa Grandison', 'Ray Barrett', 'Julia Blake', ""Peter O'Brien"", 'Belinda McClory', 'John Forsythe']",
1456,The Pest,628,2.23,"['Action', 'Comedy']",https://www.imdb.com/title/tt0119887,https://www.themoviedb.org/movie/17949,"Fast-talking Latino con artist Pestario ""Pest"" Vargas is the target of Scottish mobsters to whom he owes a considerable debt. Willing to do anything to raise money and avoid severe injury or death, Vargas agrees to a very unusual job -- he will be transported to a remote island and hunted by Gustav Shank, a racist German executive. If he can survive a full day and night, Vargas gets $50,000 and will be set free. Is he wily enough to elude Shank?",1997,PG-13,82 minutes,['English'],['Paul Miller'],"['John Leguizamo', 'Jeffrey Jones', 'Edoardo Ballerini', 'Freddy Rodríguez', 'Tammy Townsend', 'Aries Spears', 'Joe Morton', 'Charles Hallahan', 'Tom McCleister', 'Ivonne Coll', 'Pat Skipper', 'Jorge Luis Abreu', 'Jennifer Broughton', 'Yau-Gene Chan', 'Judyann Elder', 'Paul Harris', 'Joe Jokubeit', 'David Bar Katz', 'Will Potter', 'Les Lannom', 'Jim Lau', 'Barry Mizerski', 'Hugh Murphy', 'Kristin Norton', 'Yelba Osorio', 'Tony Perez', 'Aviva Rosenbloom', 'Julian Scott Urena', 'Eddie Driscoll', 'Maria Felipe', 'Roger Ferreira', 'Ray Garaza', 'Sheila Korsi', 'Kristian de la Osa', 'Gloria Laino', 'D. Danny Warhol', 'John Wilkie']",https://image.tmdb.org/t/p/original/66Gmi5MengnR9Thu9CGkC8Imndb.jpg
1457,Fools Rush In,3307,3.09,"['Comedy', 'Drama', 'Romance']",https://www.imdb.com/title/tt0119141,https://www.themoviedb.org/movie/1968,"After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",1997,PG-13,109 minutes,"['English', 'Español']",['Andy Tennant'],"['Matthew Perry', 'Salma Hayek Pinault', 'Jon Tenney', 'Carlos Gómez', 'Tomas Milian', 'Siobhan Fallon Hogan', 'John Bennett Perry', 'Stanley DeSantis', 'Suzanne Snyder', 'Anne Betancourt', 'Jill Clayburgh', 'Angelina Torres', 'Debby Shively', 'Mark Adair-Rios', 'Annie Combs', 'Shelley Morrison', 'María Cellario', 'Irene Hernández', 'Josh Cruze', 'Angela Lanza', 'Randy Sutton', 'Christopher Michael', 'Angel Valdez', 'César Santana', 'Garret Davis', ""Chris O'Neill"", 'John Tripp', 'Andrew Hill Newman', 'Chris Bauer', 'Douglas Weston', 'Rupert Baca', 'Jan Austell', 'Cydney Arther', 'Leslie Silva', 'Maryann Plunkett', 'Juel Mendel', 'Eddie Powers', 'Salvador Saldaña', 'Robert Arevalo', 'Beth Broderick', 'Roger Anthony', 'Mark Heenehan', 'Jay So']",https://image.tmdb.org/t/p/original/9f5wCpkbbEtqEUQU9UJGV3zQEyz.jpg
1458,Touch,246,3.02,"['Comedy', 'Drama', 'Romance']",https://www.imdb.com/title/tt0120357,https://www.themoviedb.org/movie/61563,"Down-and-out former preacher Bill Hill witnesses stranger Juvenal save a woman from her abusive husband by defusing the latter's anger — and ending his wife's blindness. Determined to profit from Juvenal's mystical powers, Bill asks an old friend, Lynn Faulkner, to sneak into the Alcoholics Anonymous facility where Juvenal works as a counselor, but she finds herself falling for the healer.",1997,R,96 minutes,['English'],['Paul Schrader'],"['Bridget Fonda', 'Christopher Walken', 'Skeet Ulrich', 'Tom Arnold', 'Gina Gershon', 'Lolita Davidovich', 'Paul Mazursky', 'Janeane Garofalo', 'John Doe', 'Conchata Ferrell', 'Mason Adams', 'Breckin Meyer', 'Anthony Zerbe', 'LL Cool J', 'María Celedonio', 'Chris Hogan', 'William Newman', ""Matt O'Toole"", 'Richard Fancy', 'Tamlyn Tomita', 'Don Novello', 'Richard Schiff', 'O-Lan Jones', 'Brent Hinkley', 'Diana Georger', 'Theo Greenly', 'Richard E. Coe', 'Julie Condra', 'John Gay', 'Missy Hargraves', 'Casey Gray', 'Kate Williamson', 'Dennis Burkley']",https://image.tmdb.org/t/p/original/cTtWqyrUMLuo2d5TYb9HtSPfbOS.jpg
1459,Absolute Power,4098,3.35,"['Crime', 'Drama', 'Action']",https://www.imdb.com/title/tt0118548,https://www.themoviedb.org/movie/66,"A master thief coincidentally is robbing a house where a murder—in which the President of The United States is involved—occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President.",1997,R,121 minutes,['English'],['Clint Eastwood'],"['Clint Eastwood', 'Gene Hackman', 'Ed Harris', 'Laura Linney', 'Judy Davis', 'Scott Glenn', 'Dennis Haysbert', 'E.G. Marshall', 'Melora Hardin', 'Kenneth Welsh', 'Penny Johnson Jerald', 'Richard Jenkins', 'Mark Margolis', 'Elaine Kagan', 'Alison Eastwood', 'Yau-Gene Chan', 'George Orrison', 'Charles McDaniel', 'John Lyle Campbell', 'Kimber Eastwood', 'Eric Dahlquist Jr.', 'Jack Stewart Taylor', 'Joy Ehrlich', 'Robert Harvey']",https://image.tmdb.org/t/p/original/56knNwOBGYfU1xRm94lQluuREv3.jpg
1460,That Darn Cat,888,2.61,"['Family', 'Comedy']",https://www.imdb.com/title/tt0120317,https://www.themoviedb.org/movie/20735,"While making his nightly rounds in the neighborhood, Patti's pet cat D.C. finds himself the carrier of a call for help from a kidnap victim. Patti enlists skeptical law enforcement help to find the victim before it's too late.",1997,PG,89 minutes,"['English', 'Français']",['Bob Spiers'],"['Christina Ricci', 'Doug E. Doug', 'Dean Jones', 'Peter Boyle', 'Michael McKean', 'Dyan Cannon', 'George Dzundza', 'Bess Armstrong', 'John Ratzenberger', 'Megan Cavanagh', 'Estelle Parsons', 'Rebecca Schull', 'Thomas F. Wilson', 'Brian Haley', 'Mark Christopher Lawrence', 'Rebecca Koon', 'Ned Bellamy', 'Rob Cleveland', 'Jeffrey King', 'Tom Turbiville', 'Libby Whittemore', 'Cassandra Lawton', 'Margo Moorer', 'Hillary Tolle', 'Paula Jones', 'Kinsey McLean', 'Jon Kohler', 'Wilbur Fitzgerald', 'Terrence Gibney', 'Harvey Reaves', 'Michael Genevie', 'Bill Coates', 'Alex Van', 'Michelle Benjamin Cooper', 'Stephen Michael Ayers', 'Douglas Myers', 'Frank Smith', 'LaRue Stanley', 'David Wayne Evans', 'Margaret Ellis', 'Michael Banks', 'James Start', 'Stuart Pankin', 'Tracy Walker', 'Brad Sherwood']",https://image.tmdb.org/t/p/original/4nPn6EY2ZhwmwTQWkA8DoLSODMm.jpg
1461,Vegas Vacation,3100,2.82,['Comedy'],https://www.imdb.com/title/tt0120434,https://www.themoviedb.org/movie/11419,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",1997,PG,93 minutes,['English'],['Stephen Kessler'],"['Chevy Chase', ""Beverly D'Angelo"", 'Randy Quaid', 'Ethan Embry', 'Marisol Nichols', 'Miriam Flynn', ""Shae D'Lyn"", 'Wayne Newton', 'Wallace Shawn', 'Siegfried Fischbacher', 'Roy Horn', 'Sid Caesar', 'Corinna Harney', 'Christie Brinkley', 'Juliette Brewer', 'Zachariah Moyes', 'Shannah Laumeister Stern', 'C.C. Costigan', 'Wendy Kaufman', 'Jerry Weintraub', 'Larry Hankin', 'Hayley Mortison', 'Billie Perkins', 'Vanessa Bednar', 'Alana Austin', 'Jeffrey Donovan']",https://image.tmdb.org/t/p/original/h88uuUhdebUXQNBQfWwU2VP3CCW.jpg
1462,Unforgotten: Twenty-Five Years After Willowbrook,21,2.52,[''],https://www.imdb.com/title/tt0118042,https://www.themoviedb.org/movie/333165,"It was a nightmare that shocked not only New York, but all of America. The public outcry about the Willowbrook State School for people with developmental disabilities resulted from Geraldo Rivera's expose on WABC after he had entered Willowbrook with a film crew in 1972, using a stolen key.",1997,NR,58 minutes,[''],['Jack Fisher'],"['Danny Aiello', 'Geraldo Rivera']",
1463,That Old Feeling,390,3.09,"['Comedy', 'Drama', 'Romance']",https://www.imdb.com/title/tt0120318,https://www.themoviedb.org/movie/25796,A bride's divorced parents find their old feelings for each other during the wedding reception and over the course of the next few days upsetting the newlywed's honeymoon.,1997,PG-13,105 minutes,['English'],['Carl Reiner'],"['Bette Midler', 'Dennis Farina', 'Paula Marshall', ""Gail O'Grady"", 'David Rasche', 'Danny Nucci', 'James Denton', 'Blu Mankuma', 'Jayne Eastwood', 'Michael J. Reynolds', 'Tabitha Lupien', 'Tony Craig', 'David Huband', 'Kim Bourne', 'Madeline Lee']",https://image.tmdb.org/t/p/original/qsF1VxJc0WLnu9G1OQ7eQv1i9A5.jpg
1464,Lost Highway,6312,3.74,"['Drama', 'Thriller', 'Mystery']",https://www.imdb.com/title/tt0116922,https://www.themoviedb.org/movie/638,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgängers, and an impossible transformation inside a prison cell.",1997,R,134 minutes,['English'],['David Lynch'],"['Bill Pullman', 'Patricia Arquette', 'Balthazar Getty', 'Robert Blake', 'Robert Loggia', 'Michael Massee', 'Natasha Gregson Wagner', 'Richard Pryor', 'Gary Busey', 'Lucy Butler', 'Jack Nance', 'Jack Kehler', 'Henry Rollins', 'Giovanni Ribisi', 'Scott Coffey', 'John Roselius', 'Louis Eppolito', 'Jenna Maetlind', 'Michael Shamus Wiles', 'Mink Stole', 'Leonard Termo', 'Ivory Ocean', 'David Byrd', 'Gene Ross', 'F. William Parker', 'Guy Siner', 'Alexander Folk', 'Carl Sundstrom', 'John Solari', 'Jack', 'Al Garrett', 'Heather Stephens', 'Amanda Anka', 'Jennifer Syme', 'Matt Sigloch', 'Gilbert B. Combs', 'Greg Travis', 'Lisa Boyle', 'Leslie Bega', 'Marilyn Manson', 'Jeordie White', 'Metin Bereketli', 'Dru Berrymore', 'Bill McAdams Jr.', 'Lou Slaughter']",https://image.tmdb.org/t/p/original/69vunP9jK3AF22oUItfuUeI8Ohs.jpg
1465,Rosewood,1172,3.51,"['Drama', 'History', 'Action', 'Thriller']",https://www.imdb.com/title/tt0120036,https://www.themoviedb.org/movie/25624,"Spurred by a white woman's lie, vigilantes destroy a black Florida town and slay inhabitants in 1923.",1997,R,140 minutes,['English'],['John Singleton'],"['Ving Rhames', 'Jon Voight', 'Don Cheadle', 'Bruce McGill', 'Loren Dean', 'Elise Neal', 'Michael Rooker', 'Robert Patrick', 'Esther Rolle', 'Catherine Kellner', 'Akosua Busia', 'Mark Boone Junior', 'Kevin Jackson', 'Paul Benjamin', 'Muse Watson', 'Badja Djola', 'Kathryn Meisle', 'Jaimz Woolvett', 'James Edward Coleman II', 'Tristan Hook', 'Benea Ousley', ""Isabell O'Connor"", 'Bridgid Coulter', 'Gabie Chavis', 'Vanessa Baden', 'Marcus Barrington', 'Matthew Davison', 'Brett Rice', 'Ric Reitz', 'Ken Sagoes', 'Phil Moore']",https://image.tmdb.org/t/p/original/mvBQh4Qy9YRf9ckAGPmNkOQAyUq.jpg
1466,Donnie Brasco,14470,3.81,"['Crime', 'Drama', 'Thriller']",https://www.imdb.com/title/tt0119008,https://www.themoviedb.org/movie/9366,An FBI undercover agent infiltrates the mob and identifies more with the mafia life at the expense of his regular one.,1997,R,127 minutes,"['日本語', 'English', 'Italiano']",['Mike Newell'],"['Johnny Depp', 'Al Pacino', 'Michael Madsen', 'Bruno Kirby', 'James Russo', 'Anne Heche', 'Zeljko Ivanek', 'Brian Tarantina', 'Rocco Sisto', 'Zach Grenier', 'Gerry Becker', 'Robert Miano', 'Paul Giamatti', 'Gretchen Mol', 'Tim Blake Nelson', 'Walt MacPherson', 'Ronnie Farer', 'Terry Serpico', 'Tony Lip', 'George Angelica', 'Val Avery', 'Madison Arnold', 'Delanie Fitzpatrick', 'Katie Sagona', 'Sara Gold', 'Larry Romano', 'James McCauley', 'James Bulleit', 'Andrew Parks', 'Keenan Shimizu', 'Rocco Musacchia', 'Joe Francis', 'Sal Jenco', 'Billy Capucilli', 'Laura Cahill', 'Doreen Murphy', 'Denise Faye', 'Elaine del Valle', 'John Horton', 'Dan Brennan', 'LaJuan Carter', 'Sandy Barber', 'Joyce Stovall', 'Frank Pesce', 'Randy Jurgensen', 'John Di Benedetto', 'Richard Zavaglia', 'Tony Ray Rossi', 'Edward Black', 'Gaetano LoGiudice', 'Carmelo Musacchia', 'Pat Vecchio', 'Caleb', 'Flint Beverage', 'Frank Bonsangue', 'Mark Todd Bruner', 'Teresa Giudice', 'Barry Hirschberg', 'Jim Lavin', ""Peter O'Hara"", 'Antone Pagán', 'Garry Pastore', 'Dale Resteghini', 'Larry Tobias', 'Elle Alexander', 'Frankie Cee']",https://image.tmdb.org/t/p/original/7aWpb0sfGteTomS9DP5NWDeD7DL.jpg
